komentar,Label
nangis diriku video iri dosa terimakasih ustadz semoga ustadz lindungan allah swt,netral
pondok pesantren al amien prenduan berbahasa indonesia wajib bahasa arab arab inggris stiap hariya madsutya biar terbiasa berbahasa arab inggris,positif
alhmdulillah kak madura bnyk santri bs menguasai bahasa arab arab fusha jg asli madura,netral
fyi blom tau nama² pesantren & master & madura mambaul ulum batabata pamekasan darul ulum banyuanyar pamekasan alamien prenduan sumenep annuqoyah gulukguluk sumenep nurul kholil syaikhona kholil bangkalan bustanul huffadz assa & idiyah sampang nya buaanyaak banget pulau nya,positif
madura banget pesantren sekolah sekolah dibanding hiburan contoh madura mandala orang orangnya pintar ramah,positif
ya bro madura emang pesantren iri bropengen pintar anak subhanallah salam pondok bondowosobahasa arab madura,positif
iya bro memg bnyk indonesia jg bnyk nyantri madura bhkn pondok psantren alhamidy banyu anyar jg bata dn panyepen santri ny bnyk jwa klimantan bhkn batam jg bnyk,netral
mksh alhamdulillah santri madura hruskn bs brbahasa arab fusha,netral
subhanallahustadz adi hidayat jempolan,netral
msh bnyk mondok madura akhi tau sendri temn adek klimantandi pondok psantren ny asli madura,netral
kmi sbagai anak santri ny memg ajari dlu d sekolah cra mnulis arab dn blajar smua tulisan arab trus ad makna nynah setelh msk pondok psantren bru belajar lg bahasa arab arab ny tp bs jg lgsg guru bahasa arab arabjk ad kursus bahasa arab,netral
alhamdulillahmaannttuulll sukses sehat ustadzkuh adi,positif
pesantreny namanya,positif
ponpes batabata pondok pesantren terbesar pulau madura,positif
belajarlah pondok sejarah pemberontakan pki madiun dibasmi beringkutnya memberontak gs pki karna bahaya laten bahaya tersembunyi seakan tpi klo komunis bekas anggota simpantisasi anak pki menuntut negara maaf pki alasan pki korban penguasa istana melakukannya pki berjaya an sd gs pki berlindung dibawah penguasa pki byk caci makiprovokatifterorpenangkapanpemenjaraan pembubarna organisasi dianggap bersebrangan pki pki penganiyayaan pembunuhan kaum muslim ustadkiaiahli agama santri byk korban pembantaian paham komunis ngga nyerah udh terjdi ditahun pki berbeda pondok th dinamakan bahaya laten dpr dimasukin komunis kursi kursi pemerintahan diduduki anak cucu komunis mengarang buku anak pki anak pki masuk parlemen kode keras komunis namanya waspada,positif
belajarlah pondok sejarah pemberontakan pki madiun dibasmi beringkutnya memberontak gs pki karna bahaya laten bahaya tersembunyi seakan tpi klo komunis bekas anggota simpantisasi anak pki menuntut negara maaf pki alasan pki korban penguasa istana melakukannya pki berjaya an sd gs pki berlindung dibawah penguasa pki byk caci makiprovokatifterorpenangkapanpemenjaraan pembubarna organisasi dianggap bersebrangan pki pki penganiyayaan pembunuhan kaum muslim ustadkiaiahli agama santri byk korban pembantaian paham komunis ngga nyerah udh terjdi ditahun pki berbeda pondok th dinamakan bahaya laten dpr dimasukin komunis kursi kursi pemerintahan diduduki anak cucu komunis mengarang buku anak pki anak pki masuk parlemen kode keras komunis namanya buka mata,positif
tolong do & beserta keluarga ustadz adi hidayat lcma debirikan kesehatan kuatkan ketakwaan rizki muadahakan allah swtdankutipanaamiindankutipan,positif
semoga allah permudahkan memuliakan urusan ustadz adi hidayat team aamiin yra,netral
asallam mualaikum ustadz sye bermimpi neraka tanda nya,netral
kalo anak pondokantidak,netral
orang koktidak mondok tergantung niat belajar semoga ampunan petunjuk lurusdan semoga anakanak soleh solehah yah berbakti orang tua amin,netral
santri bata bata pamekasan emang terkenal hebat hebat pondok segi ilmu adab akhlaqsubhanallah,positif
bangga santri madura,netral
seandainya umurku bs diputar ulang sekolah kecuali masuk pesantren,positif
belajar b arab islam pesantren kran ilmu terima takdir pondok allah hikmahnya,positif
sya dri bandung kemadura disana orangnya ramah ramahbahkan tulisan sehari harinya anak anak madrasah bahasa arab arab,netral
simak ceramah ustadz adi hidayat pondok channel asakami,netral
mantab bahasa arab arabnya mending pake bahasa arab indo jamaah paham bahasa arab arab udah kasih kode ustadz ttp ya udalah,netral
ustadz adi hidayat ustadz abdul somad ulama cerdas terkontaminasi urusan politik dunia mrk berilmu memiliki wawasan ttg politik ekonomi hukum dsbnya semoga allah melindungi kemurnian hati berdua ustadz ku,positif
mantap kerren santri madura,netral
subhanallah ceramah uah syeh² menyejukkan hati madura bhs arabnya madura gudangnya santri berkualitas abang jg tinggal madura temanteman mampir jg channel ali & amp ilya ya channel mengajarkan pembelajaran bhs arab pemula dg mudah mendidik anak usia,positif
berbeda anak²yg mengaji pondok diuniversiti kalo mahasiswa berbahasa arab,netral
byk jg mahasiswa fasih bhs arab tuh teman ku itbdia pondok pondok gontor kuliah itbluancaar bhs arabnya,netral
maa syaa allah ustadz hidayat barakallahu fiikum,netral
santri pondok pesantren mambaul ulum bata bangga,positif
keren mondok dimna,netral
pondok bata bata,netral
subhanallah santri ustad hidayat bangga cerdas tingkat,positif
wahed teman pondokku bata,netral
batak muslim arab alhamdulillah faham bahasa arab bahasa arab arab belajar bahasa arab hokkien & amp mandarin insyaallah kagum santri semoga allah swt merahmati mu nak,netral
yg dislike mudah an petunjuk,netral
pesantren online nashirus sunnah ajaran h pengen nyantri pengen bahasa arab arab dapatdapat susah cari belajar pengen baca kitab ngaji ilmu fikih tafsir hadits tuntas tenaaang dibuka pendaftaran pesantren online nashirus sunnah mesir ajaran h sistem belajar ala pesantren pesantren online nashirus sunnah membuka kesempatan belajar ilmuilmu bahasa arab ilmu keislaman aqidahakhlaq tajwid fikih tafsir hadits lainlain tuntas pondok dasar pemantapan santri santriwati ajaridilatih percakapan baca kitab berbahasa arab pondok nol mengikuti pelajaran pondok syaikhsyaikh pengajar bahasa arab pengantar bahasa arab materi pelajaran tuhfatul athfal tajwid al arabiyyah bayna yadayk jilid percakapan bahasa arab pondok dasar pemantapan matn ajurrumiyyah nahwu alarbain annawawiyyah hadits matn abi syuja fikih materi pelajaran al hikam tasawwuf muthammimah ajurrumiyyah nahwu tashrif al izzi shorf syarh kharidah bahiyyah aqidah manzhumah baiquniyyah ilmu hadits matn abi syuja fikih materi pelajaran bulughul marom fikih hadits qathrun nada nahwu nuzhatun nadzor ilmu hadits tafsir jalalayn tafsir syadzal arf fi fan as shorf shorf al madkhal ila manahij al muhadditsin manhaj hadits materi pelajaran syarh al waraqat ushul fikih alfiyyah ibn malik nahwu husnus shiyaghoh syarh durus al balaghoh balaghoh riyadhus sholihin hadits mabahits fi ulumil quran ulumul quran tahuntahun diadakan kajian kitab sanad pondok pelajaran fikih ushul fikih qawaid fiqhiyyah ilmu hadits arudh mantiq pembacaan kutub tisah shahih bukhari shahih muslim sunan abu dawud sunan attirmidzi sunan ibn majah sunan annasai almuwaththa dsb tarikhsejarah ulumul quran ilmu falak lainlain jadwal belajar santriwati senin sd rabu wib santri kamis sd sabtu wib pelajaran tambahan wajib majelis pembacaan kitab hadits kutub tisah syaikh ahmad aljauhari bahasa arab pengantar bahasa arab wib kitab umdatus salik fikih syafii syaikh hilal mahrus bahasa arab pengantar bahasa arab ahad selasa kamis wib durasi belajar jam pertemuan belajar semester ujian del in sya allah del pembelajaran muharram hijriah infak pesantren rp infak penyelenggaraan kegiatan santrisantriwati pesantren nashirus sunnah mesir syarat ikhlas belajar allah taala memiliki aplikasi whatsapp zoom usia minimal fasilitas ilmu bermanfaat ditambah pembiasaan membaca kitab percakapan bahasa arab arab sanad ijazah pondok kitab dipelajari sertifikat santrisantriwati menyelesaikan belajar pengajar syaikh dr ahmad aljauhari alazhari syaikh hilal mahrus spesialisasi qiroah asyrah santrisantriwati sanad alquran disyaratkan selesai hafalan juz ustadz abu abdillah assiyanjuri muhammad rivaldy abdullah info & amp pendaftaran peserta lakilaki dudum abdurrahman peserta perempuan nurlaela,positif
mah santri mambaul ulum batabata putra madura pondok batabata otonom bahasa arab belajar bahasa arab pondok,netral
madura hadir batabata hadir karna alumni mambaul ulum batabata bangga santri batabata,netral
sya alumni bata bata bangga santri bata bata,netral
rumahku deket pesantren,positif
apalah dayaku sekolah madrasah ilmunya menguap sisa otak tt,netral
santri madura udah ngmong pke bhsa arab,netral
& anak pesantren pinter bahasa arab arab & kereenn,positif
ku dlu pesantren cma krna dilingkungan madrasahnya pake bahasa arab arab trus bahasa arab arab,positif
pesantren dimana,positif
pamekasan sih emng kota santri wajar,netral
jakarta kota santri,netral
emng bilng yng bsa hrus kota santri hrap cermat membaca,netral
pondok pesantren madura,positif
masya allahluar santrinya & amp guru ustadnyabarakallah,netral
dear om ustadz mohon petunjuknya dijumpai manusia indonesia kualitas moral norma nya rusak dimana kekafiran ustadz ustadz rupiah ustadz ustadz jadian merajalela riapamer & harta maksiatzinapelacur merajalela kesombongan keangkuhan laknatmurtad jadikan agungan kebanggaan disembah pertontonkan medsos menghabiskan beribadah berkarya cipta karya bangsa negara semoga massa dimana nkri imamkan orang orang bijak memperbaiki rusak bangsa amin yaa rabbal alamin terimakasih si ganteng,negatif
santrinya ngetes ustadz adi kayanya,netral
madura juluki sribu pesantren heran anak nya bnyk bgnislm dri kaltim,positif
hebat pondok madura teman madura arab lancar inggris ngacir bangga brrti belajarnya sungguh,positif
alhamdulillah pondok,netral
ya pondok jugak,netral
deket rumah pondiknya mondok nyesel kalo dah wkwkwk,netral
jujur kangen mondok ponpes abuya dimhyati cidahu pandeglang banten anakangen kawandankutipan pondok,netral
ya allah tabarakallah ustadz syekh bahasa arab arab allahuma yasir wala tu asir robbi sohli sodri wayasirli amri wahlul uqdatan min lisani yafqohu quoli,netral
promo pondok,netral
santri modern madura cuy bahasa arab madura jawa timuran indonesia arab inggris,positif
anak pondok berbicara bahasa arab arab dah bahasa arab seharihari gaa menghargai bahasa arab indonesia gan,netral
ga heran pondok uda lancar bebahasa arab karna bahsa seharidankutipan pondok bahsa arab,netral
kayak teman pesantren nanya ustadz pake bahasa arab arab langsung kasih duit,positif
standar kurikulum pesantren bs bahasa arab arab inggris hafal puluhan hadist dalil surah pendek lainlain,positif
subhanallah santri ustad nya no comen pendengar,netral
proud of this kid pondok pesantrennya keren menghasilkan santri,positif
liat seneng nama pondokan ane madurapamekasan batabata alhamdulillah mondok udah ambil jurusan hadists,netral
ustadz adi hidayat,netral
menyebut ponpes mambaul ulum batabata madura d kota dn teman jg pondok heran sya tau sndiri pndok sudh tidk prlu diragukan lg kefasihan santrinya utk berbahsa arab,netral
pondok pondok pesantren bata bata,positif
seandainya tau pondok pesantren pondok adik mambaul ulum madura mengajari bahasa arab arab bahasa arab inggris bahasa arab mandarin miris lihat rakyat indonesia kak,positif
pesantren bats bats madurah,positif
pondok pondok pesantren madura batabata,positif
berbicara santri mambaul ulum bata bata madura ama ust adi artiin,netral
gontor menerapkan bhs arabpondok modern pakek bahasa arab arabcumak gontor cabangnya banyakterkenal pondok santri pakek bahasa arab arab pondok gontor ya pondokpondok menerapkan bahasa arab arab salafiyah jawa timur an pakek bahasa arab krama alus,positif
jngn dibakar doakan semoga daper petunjuk,negatif
menurutku dg bahasa arab arab suka sih gk normal kalo ustadznya dg bahasa arab arab gk pandai dg bh arab,positif
madura terkenal songongnya terkenal pulau santrinya salam settong dhere,netral
yg ahli agama pondok madura pondok banjar marta pura kalimantan selatan tingkat fanatik santri ahli agama fanatik santri pondok madura ahli agama fanatik santri pondok kalsel yg tau ahli agama terkenal pondok madura yaiatu syekh kholil bangkalan duluan syakh arsad al banjari pondok banjar kalsel jaman nya syakh arsad al banjari jaman nya ahli agama terbesar asia tenggara nya wali wali qutub jaman nya pokok nya banjar wali ahli agama nya santri nya puluhan ribu jalan kota martapura laki laki nya pakai sogkokpeci jalan kerena orang solat lungkungan pesanten nya pakai peci kota martapura saudara percaya coba jalan kalsel nya kota martapura lihat nya orang alim fanatik pulau jawa santri nya tau temboro pesantren orang pakai peci kilo persegi pesantren temboro orang alim,positif
kakeh cong mengubah pandang madura jamet garis madura pulau santrichaaakkkksss,netral
tamu nya ahli agama luarjadi maklum santri bhs arab gak ngerepotin ustad menerjamahkan,netral
madura keren santri pp mambaul ulum bata bata pp terbesar pulau madura,netral
bilang pondok madura mondok bata rumahnya deket pesantren mondok situ karna daerah pesantren batapanyeppendan banyuanyar,positif
masya allah pesantren ku tercinta mambaul ulum bata bata emank iyha pesantren pendidikan bahasa bilang bahasa arab bahasa inggris bahasa mandarin bahasa spanyol,positif
santri mambaul ulum bata bata pamekasan madura,netral
berharap ustadz adi hidayat menyambangi pulau batam,netral
luarbiasssa santri sgt wo membanggakan syekh mesir masyaa allaah,netral
wajar kalo pakai bahasa arab arab insyallah maksud siswa pamer tp kr panelis berasal arab drpd masi translate indo arab mending pake bahasa arab arab praktek uda belajar mondok praktek kalo panelis ustad faham brti siswa bagusss suka cobalah berpikir positif orang arabnya bilang diadakan pembahasan khusus brti berbobot orang cerdas,positif
semoga kalo z menikah anak z memasukkan pesantren spy bljar islam pandai berbahasa arab menghafal alqur & an juz amin ya allah,positif
tau santri,netral
ustadz hidayat sosok terpelajar dn cerdas sehat ustadz,positif
dlmnya orang pesantren ustaz berbicara bahasa arab arab beliau riak kah,positif
bilang wallahu alam antum paham definisi pamer silahkan buka google sebentar ustadz adi ceramah nya hatihati penceramah orangorang pamer berbagi ilmu mengharapkan pujian ketenaran hatidankutipan sifat hati masingmasing ditampakkan,netral
santri bata bata pamekasan,netral
pondok pondok manbaul ulum bata bata madura,netral
pondok gitu pkek b arab yah judulnya kaget,netral
pengen mondok dapet izin semoga selepas menyelesaikan kuliah s izin ridha pondok orangtua ku & bilapun izin mondok semoga menuntut ilmu agama dimanapun kuliah s aamiin,netral
doakan semoga petunjuk,netral
coba nanyanya ustadz abu janda,netral
anak tertua pondok bersaudara alhamdulillah adik mondok yg lulus mondok dn skrg guru madrasah pondok psantren jujur menyesal mondok masuk pondok,netral
bang umur pen mondok pen bner bner ilmu agama,netral
temen mondok,netral
lulusan pondok pesantren mambaul ulum bata bata madura,positif
jawa timur emng pusatnya pondok pesantren berkualitas,positif
